09:03:32.823 [FXGL Launcher Thread     ] DEBUG FXGL                 - FXGL logger initialized
09:03:32.828 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AudioPlayer>> initialized
09:03:32.829 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Asset cacheSize=35
09:03:32.830 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AssetLoader>> initialized
09:03:32.831 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<EventBus>> initialized
09:03:32.835 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:32.864 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/core/notification.wav
09:03:32.894 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/select.wav
09:03:32.896 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/back.wav
09:03:32.898 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/press.wav
09:03:32.901 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
09:03:33.016 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/lucida_console.ttf
09:03:33.091 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/css/fxgl_dark.css
09:03:33.092 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/icons/fxgl_icon.png
09:03:33.115 [FXGL Launcher Thread     ] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/Administrator/.m2/repository/com/github/almasb/fxgl/0.3.3/fxgl-0.3.3.jar!/assets/ui/css/fxgl_dark.css)
09:03:33.117 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Display>> initialized
09:03:33.119 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Executor>> initialized
09:03:33.130 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<NotificationService>> initialized
09:03:33.131 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Net>> initialized
09:03:33.160 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Gameplay>> initialized
09:03:33.168 [FXGL Launcher Thread     ] DEBUG FXGLPooler           - Default pool size for objects = 128
09:03:33.168 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Pooler>> initialized
09:03:33.169 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<ExceptionHandler>> initialized
09:03:33.169 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<UIFactory>> initialized
09:03:33.169 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<DialogFactory>> initialized
09:03:33.169 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<SceneFactory>> initialized
09:03:33.169 [FXGL Launcher Thread     ] DEBUG FXGL                 - Loading FXGL system data
09:03:33.174 [FXGL Launcher Thread     ] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
09:03:33.181 [FXGL Launcher Thread     ] DEBUG FS                   - Reading from: system\fxgl.bundle
09:03:33.194 [FXGL Launcher Thread     ] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
09:03:33.195 [FXGL Launcher Thread     ] DEBUG Bundle               - Logging bundle: FXGL
09:03:33.195 [FXGL Launcher Thread     ] DEBUG Bundle               - FXGL.offline.timer.version.check=2017-06-05T09:02:58.766
09:03:33.195 [FXGL Launcher Thread     ] DEBUG GameApplication      - FXGL configuration complete
09:03:33.196 [FXGL Launcher Thread     ] INFO  GameApplication      - FXGL configuration took:  1.445 sec
09:03:33.199 [FXGL Launcher Thread     ] DEBUG GameApplication      - Logging game settings
Title: StarShips
Version: 0.0
Width: 800
Height: 600
Fullscreen: false
Intro: true
Menus: true
Profiling: true
App Mode: DEVELOPER
Menu Style: FXGL_DEFAULT
Menu Key: ESCAPE
Services: []
09:03:33.213 [FXGL Launcher Thread     ] DEBUG GameApplication      - Configuring GameApplication
09:03:33.214 [FXGL Launcher Thread     ] DEBUG AppStateMachine      - Initializing application states
09:03:33.218 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.223 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.273 [FXGL Launcher Thread     ] DEBUG GameWorld            - Game world initialized
09:03:33.332 [FXGL Launcher Thread     ] DEBUG PhysicsWorld         - Physics world initialized: appHeight=600, physics.ppm=50.0
09:03:33.345 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.376 [FXGL Launcher Thread     ] DEBUG GameScene            - Game scene initialized: 800x600
09:03:33.394 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.412 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.418 [FXGL Launcher Thread     ] DEBUG Menu                 - createMenuBodyMainMenu()
09:03:33.431 [FXGL Launcher Thread     ] DEBUG Menu                 - createOptionsMenu()
09:03:33.440 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
09:03:33.442 [FXGL Launcher Thread     ] DEBUG Menu                 - createMenuBodyGameMenu()
09:03:33.443 [FXGL Launcher Thread     ] DEBUG Menu                 - createOptionsMenu()
09:03:33.448 [FXGL Launcher Thread     ] INFO  GameApplication      - Game configuration took:  0.235 sec
09:03:33.459 [JavaFX Application Thread] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 800.0] x DoubleProperty [value: 600.0] @ 1.0
09:38:46.549 [JavaFX Application Thread] DEBUG Menu                 - fireExit()
09:38:46.551 [JavaFX Application Thread] DEBUG AppStateMachine      - Push state: DialogSubState
09:38:46.551 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
09:38:46.551 [JavaFX Application Thread] DEBUG AppStateMachine      - MainMenuState -> DialogSubState
09:38:47.285 [JavaFX Application Thread] DEBUG AppStateMachine      - Pop state: DialogSubState
09:38:47.285 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
09:38:47.285 [JavaFX Application Thread] DEBUG AppStateMachine      - MainMenuState <- DialogSubState
09:38:47.286 [JavaFX Application Thread] DEBUG GameApplication      - Exiting FXGL application
09:38:47.287 [JavaFX Application Thread] DEBUG MenuEventHandler     - Creating default profile
09:38:47.287 [JavaFX Application Thread] DEBUG FXGLEventBus         - Firing event: SaveEvent
09:38:47.287 [JavaFX Application Thread] DEBUG FXGLAudioPlayer      - Saving data to profile
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - Logging bundle: audio
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - audio.musicVolume=0.5
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - audio.soundVolume=0.5
09:38:47.287 [JavaFX Application Thread] DEBUG FXGLDisplay          - Saving data to profile
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - Logging bundle: scene
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - scene.sizeW=800.0
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - scene.sizeH=600.0
09:38:47.287 [JavaFX Application Thread] DEBUG Input                - Saving data to profile
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - Logging bundle: input
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - input.Screenshot=P
09:38:47.287 [JavaFX Application Thread] DEBUG Bundle               - input.Dev Options=CTRL+0
09:38:47.287 [JavaFX Application Thread] DEBUG AchievementManager   - Saving data to profile
09:38:47.288 [JavaFX Application Thread] DEBUG Bundle               - Logging bundle: achievement
09:38:47.288 [JavaFX Application Thread] DEBUG SaveLoadManager      - Saving profile: new
09:38:47.288 [JavaFX Application Thread] DEBUG IOTask               - Executing task: writeDataTask(./profiles/new/user.profile)
09:38:47.288 [JavaFX Application Thread] DEBUG IOTask               - Executing task: writeDataTask(./profiles/new/user.profile)
09:38:47.288 [JavaFX Application Thread] DEBUG FS                   - Writing to: .\profiles\new\user.profile
09:38:47.290 [JavaFX Application Thread] DEBUG IOTask               - Executing task: checkSavesDir(./profiles/new/saves/)
09:38:47.291 [JavaFX Application Thread] DEBUG IOTask               - Task succeeded: writeDataTask(./profiles/new/user.profile)
09:38:47.291 [JavaFX Application Thread] INFO  Profiler             - Processed Frames: 131494
09:38:47.291 [JavaFX Application Thread] INFO  Profiler             - Average FPS: 59
09:38:47.291 [JavaFX Application Thread] INFO  Profiler             - Avg Frame Took: 0.01 ms
09:38:47.291 [JavaFX Application Thread] INFO  Profiler             - Avg Memory Usage: 192 MB
09:38:47.292 [JavaFX Application Thread] INFO  Profiler             - Min Memory Usage: 13 MB
09:38:47.292 [JavaFX Application Thread] INFO  Profiler             - Max Memory Usage: 491 MB
09:38:47.292 [JavaFX Application Thread] INFO  Profiler             - Estimated GC runs: 7
09:38:47.292 [JavaFX Application Thread] DEBUG FXGL                 - Saving FXGL system data
09:38:47.292 [JavaFX Application Thread] DEBUG IOTask               - Executing task: writeDataTask(system/fxgl.bundle)
09:38:47.293 [JavaFX Application Thread] DEBUG FS                   - Writing to: system\fxgl.bundle
09:38:47.297 [JavaFX Application Thread] DEBUG IOTask               - Task succeeded: writeDataTask(system/fxgl.bundle)
09:38:47.297 [JavaFX Application Thread] DEBUG GameApplication      - Closing FXGL logger and exiting JavaFX
